transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
YYWI868U4T42CW,2.13E+14,emoney,Raditya Maryadi,M,2007,11Q,Kampung Melayu - Pulo Gebang via BKT,1,B02313P,Masjid Jami Al Inayah,-6.224554,106.86945,3,4/20/2023 19:16,B00195P,Buaran Plaza,-6.217983,106.9235,21,4/20/2023 20:16,3500
LVKA153I3D88TB,3.67E+13,bni,Daru Salahudin,M,1993,7A,Kampung Rambutan - Lebak Bulus,1,B01407P,Jln. Mujair Raya,-6.299485,106.83347,15,4/20/2023 20:28,B05708P,Term. Kampung Rambutan,-6.308964,106.88165,27,4/20/2023 22:27,3500
JRID305V3P34WN,4.46E+15,dki,drg. Putri Handayani,F,2004,5,Matraman Baru - Ancol,1,P00220,Senen Sentral,-6.178287,106.84197,6,4/20/2023 17:31,P00142,Pal Putih,-6.184631,106.84402,7,4/20/2023 18:27,3500
YQSM883R5P59IR,3.75E+14,emoney,Yuni Simanjuntak,M,2005,1,Blok M - Kota,1,P00139,Olimo,-6.1493,106.81669,4,4/20/2023 17:12,P00017,Blok M,-6.243312,106.80175,21,4/20/2023 18:41,3500
IXNY372K5W47YN,3.57E+15,dki,H. Langgeng Nuraini,M,1966,6A,Ragunan - MH Thamrin via Kuningan,1,P00164,Pejaten,-6.278404,106.82972,14,4/20/2023 18:26,P00228,SMK 57,-6.290967,106.82365,16,4/20/2023 20:25,3500
BBNN488Q1F05RD,3.43E+14,emoney,Yuliana Thamrin,F,2001,S21,Ciputat - CSW,0,B03032P,Pusdiklat Kemenag 1,-6.312075,106.75228,3,4/20/2023 18:55,B02052P,Komplek Mandiri Giant Express 1,-6.297385,106.76499,9,4/20/2023 19:57,3500
KBMV439T7T43IG,4.36E+12,online,Legawa Wulandari,M,2010,D32,Cinere - Bundaran Senayan,0,B05409P,SPBU Limo Cinere,-6.343345,106.77832,2,4/20/2023 21:22,B00378P,FX Sudirman,-6.225532,106.8037,7,4/20/2023 22:29,20000
QTJV944G7V81KF,4.46E+18,brizzi,Zulaikha Mardhiyah,M,1995,10K,Tanjung Priok - Senen via Taman BMW,0,B03199P,RSPAD 1,-6.176162,106.83987,35,4/20/2023 19:59,B05725P,Term. Senen,-6.17356,106.84213,38,4/20/2023 21:30,3500
OMKL216H4Y32PH,2.13E+14,emoney,Caket Mandala,M,1986,9C,Pinang Ranti - Bundaran Senayan,1,P00252,Tegal Parang Arah Timur,-6.239005,106.83106,5,4/20/2023 21:12,P00179,Pinang Ranti,-6.291075,106.88634,15,4/20/2023 22:57,3500
UHKP114O3D52KF,3.60E+13,bni,Tgk. Galang Firmansyah,F,1985,9A,PGC 2 - Grogol 2,0,P00249,Tebet Eco Park II Arah Barat,-6.243338,106.85212,7,4/20/2023 21:58,P00119,Kuningan Barat,-6.23725,106.82794,11,4/20/2023 23:35,3500
FUEF502O1G98AC,3.06E+13,bni,Puspa Natsir,F,2012,6N,Ragunan - Blok M via Kemang,1,B05912P,Yayasan Al Kholidin,-6.246823,106.80566,2,4/20/2023 17:30,B05872P,Kantor Walikota Jaksel,-6.249147,106.80791,3,4/20/2023 18:50,3500
KWXG358L3C66CM,4.80E+18,brizzi,Lasmanto Marpaung,M,1982,L13E,Puri Beta - Kuningan (Express),1,P00047,Departemen Kesehatan,-6.228794,106.833205,5,4/20/2023 17:30,P00198,Puri Beta 2,-6.230532,106.72371,11,4/20/2023 18:58,3500
VKYH262L4F25XW,3.68E+13,bni,"Limar Puspasari, S.Kom",F,1990,S21,Ciputat - CSW,1,B02218P,Margaguna 2,-6.26343,106.78772,12,4/20/2023 21:05,B02945P,Pool PPD Ciputat,-6.331231,106.74851,28,4/20/2023 22:31,3500
KIDF413T5S97KM,6.51E+15,dki,Calista Lazuardi,F,1989,2,Pulo Gadung - Monas,0,P00202,Rawa Selatan,-6.173925,106.85809,9,4/20/2023 17:29,P00006,Atrium,-6.176251,106.84023,12,4/20/2023 18:58,3500
WMXL402S6A21VF,4.55E+15,dki,R. Balapati Usada,M,1982,11Q,Kampung Melayu - Pulo Gebang via BKT,1,B02070P,Komplek Wijaya Kusuma 1,-6.229588,106.90531,11,4/20/2023 20:42,B00306P,Dinas Kebersihan Duren Sawit,-6.219815,106.92338,20,4/20/2023 21:43,3500
BVIV312T6X45UG,2.22E+15,dki,Puput Mardhiyah,M,1997,JIS3,Harmoni - Jakarta International Stadium,1,P00097,Juanda,-6.168048,106.83089,7,4/20/2023 18:39,B01745P,Jembatan Item,-6.130078,106.85492,13,4/20/2023 20:14,3500
TNZO325Z2P92YA,4.17E+15,dki,Himawan Putra,M,1957,6V,Ragunan - Gelora Bung Karno,1,P00048,Departemen Pertanian,-6.294641,106.82213,15,4/20/2023 19:40,P00199,Ragunan,-6.305769,106.81949,16,4/20/2023 21:18,3500
FOQH874R7O78HM,4.40E+12,online,Darmanto Saragih,F,1968,D21,Universitas Indonesia - Lebak Bulus,0,B05514P,St. Universitas Pancasila,-6.339371,106.83396,2,4/20/2023 17:46,B00821P,Jagakarsa St. Lenteng Agung,-6.332399,106.83506,4,4/20/2023 18:51,3500
FZMQ094X5X66WE,3.55E+15,dki,Gambira Handayani,F,1972,2P,Gondangdia - Senen,0,B05814P,Tugu Tani 1,-6.181662,106.83288,6,4/20/2023 17:45,B00083P,Atrium 1,-6.177759,106.8412,8,4/20/2023 19:13,3500
CUDT770H6F29EM,4.70E+18,brizzi,Lanang Prastuti,M,1985,B13,Bekasi Barat - Blok M,1,B03156P,RS Mitra Keluarga 2,-6.24088,106.99285,8,4/20/2023 20:58,P00236,Summarecon Bekasi,-6.225566,107.00281,10,4/20/2023 22:47,20000
CHJT635Q6G22TF,4.71E+15,dki,Vega Putra,F,2000,2P,Gondangdia - Senen,0,B00084P,Atrium 2,-6.17687,106.84042,9,4/20/2023 20:40,B05866P,Wahidin 1,-6.169862,106.83936,12,4/20/2023 21:31,3500
MJXP019G2D78WZ,4.87E+18,brizzi,R.A. Ghaliyati Susanti,M,1997,B14,Bekasi Barat - Kuningan,1,B00274P,Cipta Rasuna Said,-6.216146,106.83087,3,4/20/2023 18:11,B03156P,RS Mitra Keluarga 2,-6.24088,106.99285,17,4/20/2023 19:19,20000
TUQK248E5K93ME,3.55E+15,dki,Mutia Halimah,M,1976,13D,Puri Beta - Ragunan,1,P00164,Pejaten,-6.278404,106.82972,4,4/20/2023 18:21,P00136,Mayestik,-6.241921,106.79077,14,4/20/2023 20:01,3500
EICD784O7G02MS,2.72E+15,dki,Nova Nugroho,M,1999,3F,Kalideres - Gelora Bung Karno,0,P00217,Senayan JCC Arah Barat,-6.213906,106.80841,1,4/20/2023 21:47,P00050,Dispenda Samsat Barat,-6.154634,106.7381,11,4/20/2023 22:42,3500
ZTNS581I8E96LG,6.01E+15,dki,"Yosef Novitasari, M.M.",F,1984,1P,Senen - Blok M,0,B00221P,Bundaran Senayan 1,-6.227445,106.80187,29,4/20/2023 21:32,B05637P,Taman Patimura,-6.232872,106.80081,30,4/20/2023 23:04,3500
RRKA683F9K68BJ,4.41E+15,dki,Ajiono Natsir,M,1993,D11,Depok - BKN,1,B00106P,Balaikota Depok 2,-6.394973,106.82277,11,4/20/2023 20:01,B05703P,Term. Depok Baru,-6.391068,106.82251,12,4/20/2023 21:19,3500
UQEJ603Y4I67SD,3.62E+13,bni,dr. Hasim Prasasta,M,1992,2P,Gondangdia - Senen,1,B01945P,Kel. Senen,-6.172453,106.84292,1,4/20/2023 20:18,B04647P,Sekolah Penabur Gunung Sahari,-6.170053,106.84024,4,4/20/2023 21:58,3500
PKAM129Y5U36DQ,4.37E+15,dki,Sadina Kurniawan,F,1991,13B,Puri Beta - Pancoran Barat,1,P00254,Tendean,-6.240213,106.83102,2,4/20/2023 18:51,P00136,Mayestik,-6.241921,106.79077,6,4/20/2023 20:30,3500
OMOD310H7U17AH,3.53E+15,dki,Capa Wijaya,M,1984,6D,Stasiun Tebet - Karet via Underpass,0,B02155P,Satrio 6,-6.222992,106.82306,15,4/20/2023 20:10,B00115P,UPT. LLHD 2,-6.225501,106.83489,18,4/20/2023 22:10,3500
FDYJ946W0H85FJ,2.13E+14,emoney,Rini Hutasoit,M,1987,12,Tanjung Priok - Pluit,1,P00123,Landmark Pluit Auto Plaza,-6.125258,106.79971,1,4/20/2023 18:02,P00240,Sunter Karya,-6.137625,106.87081,13,4/20/2023 19:02,3500
PZTK018Z3I22YU,3.43E+14,emoney,Digdaya Tarihoran,M,1978,13,Ciledug - Tendean,0,P00242,Swadarma,-6.23755,106.76065,4,4/20/2023 17:28,P00221,Seskoal,-6.238064,106.77121,6,4/20/2023 18:28,3500
LMHI119U1X42YA,2.28E+15,dki,Ir. Farhunnisa Aryani,F,1994,T11,Poris Plawad - Bundaran Senayan,0,P00227,Slipi Petamburan Arah Utara,-6.20203,106.79989,21,4/20/2023 21:26,P00218,Senayan JCC Arah Timur,-6.214145,106.809,22,4/20/2023 22:39,3500
XDVY335Q3U03ZE,3.43E+14,emoney,Sutan Gambira Maulana,F,2011,13B,Puri Beta - Pancoran Barat,1,P00096,JORR,-6.236104,106.75488,12,4/20/2023 20:01,P00198,Puri Beta 2,-6.230532,106.72371,14,4/20/2023 21:19,3500
ACNH067U3Q89ND,6.01E+15,dki,Jamalia Permadi,F,1981,6C,Stasiun Tebet - Karet via Patra Kuningan,1,B02183P,Ambassador,-6.224125,106.82663,3,4/20/2023 21:57,B03396P,Kota Kasablanka,-6.224688,106.84246,7,4/20/2023 23:04,3500
VABO721Q8P25PG,3.56E+15,dki,Adhiarja Wahyudin,F,1975,13,Ciledug - Tendean,0,P00221,Seskoal,-6.238064,106.77121,6,4/20/2023 18:38,P00200,Rawa Barat,-6.238947,106.81624,12,4/20/2023 20:28,3500
PJDZ402B6M28DA,3.71E+14,emoney,Rahmi Nurdiyanti,F,2001,5C,PGC - Juanda,1,P00142,Pal Putih,-6.184631,106.84402,2,4/20/2023 18:56,P00016,BKN,-6.257751,106.87,18,4/20/2023 20:53,3500
TPXR301Q0N67NP,3.52E+15,dki,Harimurti Pangestu,F,1998,4F,Pinang Ranti - Pulo Gadung,1,B02566P,Pangkalan Jati,-6.24762,106.90755,25,4/20/2023 18:52,B02667P,Ps. Pondok Gede,-6.285665,106.91158,38,4/20/2023 19:46,3500
AFYN920U5M59OZ,4.18E+18,brizzi,"R. Puspa Rahimah, S.Sos",F,1995,D31,Cinere - Kuningan,1,B00389P,Gama Tower,-6.22414,106.83303,8,4/20/2023 18:33,B06644P,Gerbang Tol Brigif,-6.343523,106.79725,12,4/20/2023 19:44,20000
HEHR498K7L18VV,5.04E+11,flazz,H. Anggabaya Fujiati,F,1992,8M,S. Parman - Tanah Abang,0,B01280P,Jln. Kesehatan IV Cideng Timur,-6.172622,106.81142,9,4/20/2023 18:44,B01639P,Jln. Taman Kb. Sirih,-6.182295,106.81661,13,4/20/2023 19:59,3500
ADUK881F2V71BP,3.05E+13,bni,Ajiono Lazuardi,F,1990,L13E,Puri Beta - Kuningan (Express),1,P00160,Patra Kuningan,-6.232677,106.832087,6,4/20/2023 19:41,P00254,Tendean,-6.240213,106.83102,7,4/20/2023 21:26,3500
YMDA104F6F86NV,6.01E+15,dki,Ulya Suartini,F,1981,1T,Cibubur - Balai Kota,1,B00112P,Bank Indonesia 1,-6.181904,106.823097,1,4/20/2023 19:56,B05892P,Wisma Nusantara,-6.193425,106.82319,5,4/20/2023 21:33,20000
WKFE764O6W54YY,1.80E+14,emoney,Latika Maheswara,M,1996,B21,Bekasi Timur - Cawang,0,B00883P,Jln. Bakti,-6.249166,107.01577,1,4/20/2023 18:24,P00019,BTC,-6.258292,107.02069,8,4/20/2023 20:09,3500
IPMC409Q4L52EP,3.84E+13,bni,Pranata Hakim,F,1989,2P,Gondangdia - Senen,0,B03199P,RSPAD 1,-6.176162,106.83987,10,4/20/2023 17:36,B05866P,Wahidin 1,-6.169862,106.83936,12,4/20/2023 19:05,3500
FHBL631V5A72YG,4.68E+18,brizzi,Patricia Hidayat,F,2009,8K,Batusari - Grogol,1,B05276P,SMAN 65,-6.200842,106.76904,25,4/20/2023 19:36,B05914P,Yayasan Alkahfi Jakbar,-6.198896,106.76889,26,4/20/2023 21:29,3500
TTVG109U5Z43YS,4.06E+18,brizzi,"Winda Winarno, S.Pd",M,1946,10K,Tanjung Priok - Senen via Taman BMW,1,B00962P,Jln. Bungur Besar VI,-6.171611,106.84386,5,4/20/2023 21:01,B02306P,Masjid Jami Al Badariah Kemayoran,-6.153055,106.85922,23,4/20/2023 21:51,3500
NRLE827E5Q28SJ,3.73E+14,emoney,Heru Astuti,M,2011,7F,Kampung Rambutan - Juanda via Pasar Baru,0,P00207,RS Islam,-6.168676,106.87027,11,4/20/2023 17:31,P00219,Senen,-6.178211,106.84251,16,4/20/2023 18:40,3500
QYKT432B1Z48LA,3.59E+15,dki,"Puti Mila Salahudin, M.Pd",M,1975,B13,Bekasi Barat - Blok M,1,B00108P,Bandar Djakarta Bekasi,-6.227085,106.99683,9,4/20/2023 17:04,P00236,Summarecon Bekasi,-6.225566,107.00281,10,4/20/2023 18:17,20000
WUWO810E9O93XP,2.30E+15,dki,Karma Laksmiwati,M,1969,12,Tanjung Priok - Pluit,1,P00138,Museum Fatahillah,-6.13393,106.81209,4,4/20/2023 18:53,P00076,Gunung Sahari Mangga Dua,-6.136817,106.83237,8,4/20/2023 20:22,3500
BJBM198G5N74EX,6.76E+11,flazz,"Rafi Siregar, M.Kom.",F,1994,7Q,Blok M - PGC,1,B02864P,Plaza Kalibata,-6.256423,106.85566,8,4/20/2023 21:34,B06638P,Duren Tiga 2,-6.251908,106.82677,18,4/20/2023 22:48,3500
YCZO457J4C73SM,4.18E+15,dki,Enteng Firgantoro,M,1992,1T,Cibubur - Balai Kota,1,B05773P,Tosari 1,-6.199166,106.82334,6,4/20/2023 20:56,B00360P,Flyover Karet 2,-6.214808,106.81847,11,4/20/2023 22:17,20000
JLLU254X3C83WW,3.60E+15,dki,drg. Prayogo Yuniar,M,1959,8C,Kebayoran Lama - Tanah Abang,0,B02616P,Ps. Inpres Kebayoran,-6.235633,106.78445,4,4/20/2023 21:08,B02318P,Masjid Jami Al Makmur 2,-6.18896,106.81516,25,4/20/2023 23:01,3500
NHET488Y0W39HY,3.55E+15,dki,Gawati Wijaya,F,2003,9E,Kebayoran Lama - Jelambar,1,P00281,Slipi Petamburan Arah Selatan,-6.201948,106.79998,6,4/20/2023 21:38,B01584P,Jln. Simprug Golf 2,-6.227607,106.79042,17,4/20/2023 23:31,3500
UZLD785O4M45WM,3.53E+15,dki,Dr. Karen Halim,F,1987,5F,Kampung Melayu - Tanah Abang,1,B02082P,Casablanca,-6.22425,106.84452,19,4/20/2023 17:53,B05695P,Telkom Tebet,-6.224064,106.8516,20,4/20/2023 18:59,3500
UJOF398S6O54ZQ,4.31E+18,brizzi,Timbul Suartini,F,1996,S11,BSD - Jelambar,1,B00118P,Batalyon Kavaleri 2,-6.252704,106.65081,13,4/20/2023 19:55,B02405P,Melati Mas Residence 2,-6.271291,106.65563,18,4/20/2023 21:14,3500
ZWNJ950M5V24OQ,3.89E+13,bni,Anggabaya Suartini,F,1994,11Q,Kampung Melayu - Pulo Gebang via BKT,0,P00174,Perumnas Klender,-6.216689,106.93054,3,4/20/2023 18:02,B02016P,Komplek Abadi 2,-6.229722,106.90813,15,4/20/2023 19:28,3500
PRYG310I6V98IZ,4.67E+15,dki,Maryadi Simanjuntak,F,1992,M10,PGC 2 - Tanjung Priok,0,P00035,Cempaka Mas,-6.165888,106.8792,14,4/20/2023 21:44,P00171,Permai Koja Arah Utara,-6.11413,106.89309,19,4/20/2023 22:40,3500
PHUX542N9H43LG,6.54E+15,dki,Harsaya Rahayu,M,1998,2A,Pulo Gadung - Rawa Buaya via Balai Kota,0,P00088,Jembatan Baru,-6.154831,106.73038,23,4/20/2023 18:22,P00201,Rawa Buaya,-6.153908,106.72619,24,4/20/2023 19:53,3500
RSLD434N7I50QD,3.55E+15,dki,Bakiono Situmorang,F,1983,D31,Cinere - Kuningan,0,B01963P,Kemenkes 2,-6.2287,106.83302,8,4/20/2023 17:32,B01893P,Kedubes Malaysia,-6.22384,106.83259,10,4/20/2023 18:50,20000
SIMA096B8K74ZV,4.92E+15,dki,Zelda Irawan,M,1983,9H,Blok M - Universitas Indonesia,1,B03311P,Santo Lukas,-6.244763,106.84319,12,4/20/2023 17:26,B02277P,Masjid At Taqwa 1,-6.276957,106.84587,25,4/20/2023 18:48,3500
YDBP417L6D21IK,4.75E+18,brizzi,"Rina Simanjuntak, S.Ked",F,1986,T21,Palem Semi - Bundaran Senayan,0,B00221P,Bundaran Senayan 1,-6.227445,106.80187,11,4/20/2023 19:00,B00222P,Bundaran Senayan 2,-6.227877,106.80068,12,4/20/2023 20:47,20000
DWWX183W8U22LP,3.43E+14,emoney,"T. Narji Usada, M.TI.",M,1978,M10,PGC 2 - Tanjung Priok,0,P00055,Enggano,-6.11015,106.89242,20,4/20/2023 18:37,P00248,Tanjung Priok,-6.10959,106.88214,21,4/20/2023 20:26,3500
FBBQ518K7R82IM,5.74E+11,flazz,Xanana Hartati,M,1981,8,Lebak Bulus - Pasar Baru via Tomang,1,P00054,Duri Kepa,-6.185266,106.76842,11,4/20/2023 20:46,P00108,Kebon Jeruk,-6.194311,106.76887,12,4/20/2023 22:00,3500
LKEA125V6H21ZN,6.01E+15,dki,Novi Tamba,M,1965,L13E,Puri Beta - Kuningan (Express),1,P00073,GOR Sumantri,-6.221618,106.832245,4,4/20/2023 20:28,P00268,Velbak,-6.239433,106.78552,9,4/20/2023 21:41,3500
MPRB061S5W27EH,2.72E+15,dki,Kasiyah Lestari,F,2007,JIS3,Harmoni - Jakarta International Stadium,1,P00114,Kemayoran Landas Pacu Timur,-6.152181,106.85424,9,4/20/2023 20:48,P00046,Danau Agung,-6.146869,106.85805,10,4/20/2023 22:43,3500
PLYI344U8T41CF,4.63E+12,online,Fathonah Nainggolan,F,1992,8E,Bintaro - Blok M,1,B00349P,Flyover Bintaro,-6.25748,106.76478,23,4/20/2023 17:40,B05403P,SPBU Bintaro Pondok Betung,-6.261488,106.75659,29,4/20/2023 18:59,3500
ENUT343X2R48OO,4.86E+15,dki,Kiandra Farida,F,1995,6U,Blok M - Pasar Minggu,1,B00693P,Grand Pasar Minggu,-6.290648,106.84236,5,4/20/2023 17:14,B05899P,Wolter Monginsidi,-6.238799,106.81376,23,4/20/2023 18:27,3500
KKFL227F5B21VZ,2.13E+14,emoney,Gaman Prasetyo,F,1987,5M,Kampung Melayu - Tanah Abang via Cikini,1,B02425P,Sbr. Kanisius,-6.185519,106.83586,12,4/20/2023 18:51,B05236P,Slamet Riyadi 2,-6.207639,106.85911,26,4/20/2023 20:43,3500
GWVI720R9V80GW,3.06E+13,bni,Tgk. Gamani Nuraini,M,1984,M13,Puri Beta 2 - Tendean,0,P00136,Mayestik,-6.241921,106.79077,8,4/20/2023 21:22,P00259,Tirtayasa,-6.239207,106.80777,10,4/20/2023 22:37,3500
INDP500L6L80EV,4.19E+18,brizzi,"R. Legawa Yuliarti, S.Psi",F,1996,9N,Pinang Ranti - Pramuka,1,P00064,Garuda Taman Mini,-6.290154,106.88116,1,4/20/2023 19:57,P00179,Pinang Ranti,-6.291075,106.88634,2,4/20/2023 20:56,3500
JZRG222R8C23PJ,4.46E+18,brizzi,Hendra Lazuardi,F,1980,2P,Gondangdia - Senen,0,B00390P,Gambir 3,-6.178796,106.83095,5,4/20/2023 18:21,B03201P,RSPAD 3,-6.175462,106.83922,11,4/20/2023 19:44,3500
OCHV401M4T84EN,4.11E+15,dki,Daru Hardiansyah,M,1960,6N,Ragunan - Blok M via Kemang,1,B04582P,Sbr. Villa Ampera,-6.273031,106.81562,13,4/20/2023 21:42,B00038P,Ampera 4,-6.291345,106.8172,19,4/20/2023 22:44,3500
DRKV053Z2C51BD,3.05E+13,bni,Aurora Rahayu,F,2000,R1A,Pantai Maju - Kota,0,B00377P,Fresh Market PIK,-6.1029,106.74123,5,4/20/2023 19:32,B06659P,Polsek Penjaringan,-6.125179,106.80118,29,4/20/2023 20:26,3500
RPXW641F1M28ZG,5.72E+11,flazz,Queen Tarihoran,M,1983,5,Matraman Baru - Ancol,0,P00142,Pal Putih,-6.184631,106.84402,7,4/20/2023 21:52,P00021,Budi Utomo,-6.166063,106.83906,9,4/20/2023 23:47,3500
VQKK411I8D38NX,5.75E+11,flazz,Harimurti Purnawati,F,1996,9A,PGC 2 - Grogol 2,1,P00281,Slipi Petamburan Arah Selatan,-6.201948,106.79998,4,4/20/2023 20:08,P00144,Pancoran Barat Arah Timur,-6.241571,106.83808,10,4/20/2023 21:52,3500
ONOP436D6P72YD,6.30E+11,flazz,"Jaswadi Padmasari, S.E.I",F,1993,6D,Stasiun Tebet - Karet via Underpass,0,B01834P,Karet Pedurenan 2,-6.221462,106.82109,14,4/20/2023 17:23,B03396P,Kota Kasablanka,-6.224688,106.84246,20,4/20/2023 18:57,3500
SJQO201M3K87ZT,4.84E+18,brizzi,Halim Siregar,F,1987,1K,Cibubur Junction - Blok M,0,B05544P,Summitmas,-6.225826,106.80402,6,4/20/2023 17:22,P00112,Kejaksaan Agung,-6.2405,106.79844,8,4/20/2023 18:16,20000
MHQZ750Y0G52YP,4.39E+18,brizzi,"Ratih Nurdiyanti, M.Pd",M,2008,1T,Cibubur - Balai Kota,0,B02863P,Plaza Indonesia,-6.193733,106.8228,11,4/20/2023 19:49,B00102P,Balai Kota 1,-6.180598,106.82847,16,4/20/2023 21:04,20000
LYCQ069M2Z19AK,4.48E+18,brizzi,Dalima Hariyah,M,1974,JIS3,Harmoni - Jakarta International Stadium,1,B04789P,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,11,4/20/2023 19:52,B01745P,Jembatan Item,-6.130078,106.85492,13,4/20/2023 20:50,3500
VPFV992R4A55QH,3.48E+14,emoney,Ibrahim Padmasari,F,2009,2,Pulo Gadung - Monas,1,P00122,Kwitang,-6.181051,106.83866,3,4/20/2023 20:55,P00207,RS Islam,-6.168676,106.87027,9,4/20/2023 22:02,3500
HUBA088V8I81XA,3.72E+14,emoney,Uli Suartini,F,2012,1T,Cibubur - Balai Kota,1,B03313P,MH Thamrin 1,-6.188081,106.82317,4,4/20/2023 19:36,B00226P,Buperta Cibubur,-6.370321,106.89628,14,4/20/2023 21:07,20000
SYZY750O6V37AM,3.01E+13,bni,Dina Pratiwi,M,1988,S11,BSD - Jelambar,1,B05903P,WTC Matahari 2,-6.266719,106.65469,17,4/20/2023 21:48,B06063P,Polsek BSD,-6.296063,106.68131,25,4/20/2023 23:39,3500
EJTE483E5O88BM,4.49E+18,brizzi,Irma Nababan,M,2003,10D,Kampung Rambutan - Tanjung Priok,0,P00196,Pulo Mas Bypass,-6.176953,106.876,9,4/20/2023 18:23,P00060,Flyover Raya Bogor,-6.3065,106.8657,15,4/20/2023 19:16,3500
MNBX013B1V05MW,3.57E+15,dki,"Endra Lestari, S.Psi",F,2004,4C,TU Gas - Bundaran Senayan,1,B05432P,St. Cikini Selatan,-6.200967,106.84287,11,4/20/2023 21:36,P00188,Pramuka BPKP,-6.192192,106.87401,19,4/20/2023 23:19,3500
PTMI047L7T89CF,3.53E+15,dki,Citra Lestari,F,2010,10H,Tanjung Priok - Blok M,0,P00161,Pecenongan,-6.16771,106.82819,6,4/20/2023 19:20,P00026,Bundaran Senayan,-6.227869,106.80094,14,4/20/2023 21:03,3500
GQKJ372Z2P13FS,2.27E+15,dki,"Maida Suryono, S.Gz",F,2011,12B,Pluit - Senen,0,P00092,Jembatan Merah,-6.146731,106.83427,21,4/20/2023 19:31,B05725P,Term. Senen,-6.17356,106.84213,24,4/20/2023 21:20,3500
IFKD385E4V40HF,6.54E+15,dki,Kairav Rajasa,F,2002,5N,Kampung Melayu - Ragunan,1,B02781P,Pertigaan Pejaten Barat,-6.275464,106.82066,29,4/20/2023 20:26,B00243P,Cervino Village,-6.224355,106.85165,58,4/20/2023 22:13,3500
JPGE059B3U58UI,3.50E+15,dki,R. Murti Uyainah,F,2005,6B,Ragunan - MH Thamrin via Semanggi,1,P00273,Warung Jati,-6.262364,106.82977,9,4/20/2023 20:43,P00048,Departemen Pertanian,-6.294641,106.82213,14,4/20/2023 21:51,3500
JYOO342I9Z73XA,6.76E+11,flazz,Keisha Handayani,M,1984,6P,Cibubur - Kuningan,0,B01963P,Kemenkes 2,-6.2287,106.83302,6,4/20/2023 21:09,B00664P,GOR Sumantri 2,-6.221038,106.83189,9,4/20/2023 22:38,20000
ALNL011E0Q00HN,4.42E+12,online,"Luthfi Habibi, S.H.",M,1977,S21,Ciputat - CSW,1,B02096P,Kramat Pela,-6.249958,106.79544,3,4/20/2023 19:45,B02162P,LPP RRI 2,-6.252092,106.79141,5,4/20/2023 20:50,3500
MJCC662F3Z20VN,3.03E+13,bni,Legawa Oktaviani,F,1985,B14,Bekasi Barat - Kuningan,0,B02103P,Kuningan Madya 2,-6.213358,106.83027,13,4/20/2023 20:09,B02411P,Menara Duta,-6.208617,106.82986,14,4/20/2023 21:45,20000
DHVS670U5D35UR,2.13E+14,emoney,Najib Gunawan,M,1975,S21,Ciputat - CSW,1,B03033P,Pusdiklat Kemenag 2,-6.312209,106.75252,25,4/20/2023 20:57,B02600P,Ps. Ciputat,-6.315627,106.74688,26,4/20/2023 22:05,3500
FJNC580I2K42XL,1.80E+14,emoney,Hj. Ana Laksita,F,1990,6H,Senen - Lebak Bulus,0,B05431P,St. Cikini Barat,-6.199614,106.84183,18,4/20/2023 19:57,B03214P,RSUD Pasar Minggu,-6.293553,106.82083,41,4/20/2023 20:57,3500
AVEZ519I0G47MH,1.80E+14,emoney,Marwata Najmudin,F,2009,4F,Pinang Ranti - Pulo Gadung,1,B00645P,Giant Pondok Gede 1,-6.278286,106.91327,36,4/20/2023 19:11,B02667P,Ps. Pondok Gede,-6.285665,106.91158,38,4/20/2023 21:09,3500
IRXD536G2Q93QX,4.10E+18,brizzi,Maimunah Thamrin,F,1997,2B,Harapan Indah - ASMI,0,P00195,Pulo Mas,-6.174736,106.89277,24,4/20/2023 18:49,P00005,ASMI,-6.171797,106.8888,25,4/20/2023 20:40,3500
TVQV438G7H49EG,5.34E+15,dki,Ibrahim Farida,F,1975,7,Kampung Rambutan - Bidara Cina,1,P00247,Tanah Merdeka Arah Timur,-6.307866,106.87389,15,4/20/2023 18:33,P00101,Kampung Rambutan,-6.309885,106.88216,16,4/20/2023 20:25,3500
DJDD189H9B30MZ,6.01E+15,dki,"drg. Martaka Situmorang, S.Sos",M,1992,9C,Pinang Ranti - Bundaran Senayan,1,P00064,Garuda Taman Mini,-6.290154,106.88116,14,4/20/2023 17:55,P00179,Pinang Ranti,-6.291075,106.88634,15,4/20/2023 18:48,3500
EYJH768A3U95DF,3.00E+13,bni,Hj. Mala Permata,M,1982,3E,Puri Kembangan - Sentraland Cengkareng,0,B05317P,SMKN 42,-6.144079,106.72937,4,4/20/2023 17:31,B01896P,Kejaksaan Negeri Jakbar,-6.184648,106.73731,16,4/20/2023 18:59,3500
AGXV832E0K88ED,4.05E+18,brizzi,"Hesti Kusumo, S.T.",F,1977,1H,Tanah Abang - Stasiun Gondangdia,1,B00304P,Dewan Pers,-6.182996,106.82709,8,4/20/2023 17:45,B00323P,DPRD DKI Jakarta,-6.182886,106.82851,9,4/20/2023 18:52,3500
